id,Age,AnnualIncome,ExperienceYears,EducationLevel,EmploymentStatus,TrainingHours,CertificationsCompleted,PolicySales,CustomerInteractions,LeadConversions,ClientRetentionRate,CustomerFeedbackScore,Region,WorkHoursPerWeek,CommissionEarned,PolicyTypesSold,AverageResponseTime,CompetitorExperience,CompanyTrainingParticipation,ConfidenceScore
14060,45,35987,24,Doctorate,Unemployed,118,3,2,599,132,0.55,0.611,South,50,3872,1,5.42,0,0,High
14061,42,103096,26,Master,Employed,187,4,22,815,258,0.92,0.413,North,56,4239,2,5.84,1,0,High
14062,62,80674,25,High School,Unemployed,152,6,0,149,25,0.67,0.933,North,46,2374,4,4.65,0,1,High
14063,37,93209,29,Master,Unemployed,155,1,110,663,64,0.69,0.433,East,45,1841,4,8.52,1,0,Low
14064,46,72767,10,Doctorate,Unemployed,86,2,4,405,243,0.67,0.753,North,58,19893,4,3.72,1,1,High
14065,47,140737,11,High School,Employed,47,2,155,454,237,0.77,0.396,North,55,14882,3,5.32,0,1,High
14066,30,97359,24,Doctorate,Unemployed,145,6,68,113,95,1.0,0.373,South,56,2902,1,6.22,0,0,High
14067,36,142279,24,Master,Employed,89,6,82,645,15,0.95,0.526,East,47,11531,2,5.56,1,1,High
14068,60,64644,12,Bachelor,Employed,157,5,43,922,152,0.62,0.601,South,54,15396,1,9.31,1,0,High
14069,54,118901,7,Master,Employed,197,0,140,608,102,0.95,0.487,North,22,8400,3,8.25,0,1,Low
14070,22,143692,17,Master,Employed,35,9,199,994,55,0.79,0.849,South,38,1668,2,8.47,0,0,Low
14071,26,63741,35,High School,Employed,172,7,80,918,196,0.87,0.723,East,37,4803,3,3.98,0,1,High
14072,30,90121,6,High School,Employed,130,9,24,918,148,0.76,0.966,East,49,9121,1,5.54,0,0,High
14073,27,98818,12,Bachelor,Unemployed,90,9,75,402,217,0.83,0.445,East,46,15161,3,4.16,1,1,High
14074,49,66435,15,Doctorate,Unemployed,163,3,28,655,209,0.7,0.587,West,36,14810,2,9.55,0,0,High
14075,47,33056,32,Doctorate,Employed,27,7,118,549,186,0.64,0.88,North,31,19671,2,8.24,1,1,High
14076,49,125350,23,Master,Unemployed,181,6,128,259,188,0.75,0.347,West,52,12750,1,6.84,0,0,High
14077,61,112227,7,Master,Unemployed,144,0,193,483,267,0.74,0.774,North,51,8554,4,1.3,1,0,High
14078,36,131040,38,High School,Unemployed,44,6,33,688,131,0.7,0.632,West,34,15563,1,3.29,1,0,High
14079,27,126994,31,Bachelor,Unemployed,21,3,58,563,17,0.89,0.633,South,22,3313,2,3.03,0,1,High
14080,48,119137,29,High School,Unemployed,130,4,192,541,100,0.86,0.336,West,46,11706,2,1.3,1,1,High
14081,59,77418,28,High School,Employed,122,5,21,610,87,0.64,0.343,East,28,14954,2,3.31,0,0,High
14082,25,111549,12,High School,Unemployed,53,4,180,493,220,0.6,0.938,North,58,1668,2,9.5,1,1,High
14083,32,60513,27,Doctorate,Unemployed,50,1,30,314,44,0.5,0.137,South,28,7150,3,3.11,1,0,Low
14084,42,113943,4,High School,Employed,63,7,65,71,201,0.99,0.59,South,26,16906,2,9.03,1,1,High
14085,51,49660,21,Doctorate,Unemployed,138,7,2,328,32,0.68,0.721,West,56,14288,3,4.75,1,1,High
14086,39,27639,9,Bachelor,Employed,34,4,173,103,85,0.81,0.263,South,25,16443,2,3.98,0,0,High
14087,56,111856,34,Doctorate,Employed,89,4,171,741,98,0.87,0.579,South,22,18626,3,6.97,0,1,High
14088,24,90612,37,Bachelor,Employed,131,6,120,91,194,0.6,0.913,North,50,2408,1,9.12,0,1,Low
14089,33,97009,21,Master,Unemployed,24,1,87,227,15,0.83,0.829,South,32,10518,4,7.05,0,1,High
14090,48,35622,23,High School,Unemployed,84,4,168,246,113,0.56,0.893,East,37,7020,3,8.56,0,1,Low
14091,51,143192,24,Doctorate,Unemployed,110,0,12,868,147,0.55,0.475,North,21,1629,1,2.12,1,0,High
14092,42,43808,10,Bachelor,Unemployed,140,3,9,672,152,0.65,0.655,West,47,6406,4,8.14,0,1,High
14093,59,80636,38,Bachelor,Employed,182,7,61,915,167,0.66,0.267,West,30,18279,2,2.5,0,0,High
14094,42,95832,6,High School,Employed,129,0,133,313,228,0.59,0.878,North,24,5448,1,8.73,1,1,High
14095,59,47951,21,Bachelor,Employed,54,9,196,600,63,0.73,0.237,North,36,7509,4,9.42,1,0,High
14096,61,113006,37,Bachelor,Employed,188,0,177,688,55,0.81,0.209,South,30,7465,4,2.82,1,1,Low
14097,36,141909,29,High School,Unemployed,179,3,166,328,190,0.96,0.833,North,56,14392,2,2.31,1,0,High
14098,39,90941,21,High School,Unemployed,176,9,170,510,272,0.85,0.422,South,57,7180,1,5.76,0,1,High
14099,50,141817,22,Master,Unemployed,29,4,84,618,50,0.76,0.763,East,28,16078,2,4.97,0,1,High
14100,59,70076,35,High School,Unemployed,155,8,41,91,68,0.77,0.976,South,22,13429,4,8.1,0,0,High
14101,42,146522,5,Master,Unemployed,125,4,122,926,22,0.79,0.408,East,34,8058,3,5.11,0,0,Low
14102,38,40345,15,Master,Employed,176,0,39,835,160,0.64,0.952,South,41,9041,2,4.62,0,1,High
14103,62,25397,19,High School,Unemployed,108,2,132,99,102,0.87,0.335,East,34,9004,2,8.81,0,0,High
14104,39,39665,16,Doctorate,Employed,38,3,66,651,80,0.83,0.797,West,22,17414,3,4.41,1,0,High
14105,58,39560,23,Bachelor,Employed,29,6,60,641,19,0.74,0.6,South,27,17033,3,8.21,0,1,Low
14106,59,51376,4,High School,Employed,179,1,14,863,23,0.61,0.797,East,33,3395,1,8.17,0,1,Low
14107,33,44857,21,High School,Unemployed,88,3,137,215,172,0.93,0.317,North,42,17115,2,5.63,1,1,High
14108,32,89268,24,Master,Unemployed,105,7,0,604,142,0.6,0.804,West,25,5125,2,4.62,1,0,High
14109,41,123042,26,Bachelor,Unemployed,21,4,62,227,204,0.6,0.75,West,35,17866,4,3.82,1,1,High
14110,30,133304,2,Bachelor,Unemployed,65,5,73,681,25,0.57,0.194,East,37,10277,3,6.08,1,0,High
14111,22,128293,8,Doctorate,Employed,124,2,15,599,152,1.0,0.66,South,58,19790,3,7.45,1,0,High
14112,24,45310,9,Bachelor,Employed,21,3,94,823,201,0.62,0.447,South,23,8457,2,4.47,1,1,High
14113,42,43328,2,Bachelor,Unemployed,62,8,27,822,5,0.93,0.886,West,41,16191,1,9.61,1,0,High
14114,44,66397,14,Doctorate,Employed,107,1,36,507,125,0.52,0.401,East,47,15207,4,6.68,1,0,High
14115,30,63159,20,Doctorate,Employed,17,2,90,375,125,0.85,0.74,East,20,10162,4,2.07,1,0,High
14116,40,145087,2,Doctorate,Unemployed,67,1,53,958,159,0.52,0.634,West,33,17436,4,8.81,0,0,High
14117,40,123526,4,Bachelor,Unemployed,33,1,118,698,296,0.81,0.656,East,26,16483,1,6.95,1,0,Low
14118,44,75762,35,High School,Employed,118,8,138,471,111,0.63,0.224,East,45,3765,1,4.56,1,0,High
14119,48,98366,14,Bachelor,Unemployed,70,7,36,849,37,0.53,0.315,East,41,7879,3,8.73,1,1,High
14120,48,84304,21,Doctorate,Employed,138,6,165,961,94,0.64,0.682,West,30,2441,2,6.09,1,0,High
14121,60,73998,15,Doctorate,Unemployed,98,8,161,130,195,0.56,0.132,West,25,11489,4,3.13,1,1,High
14122,57,144292,39,Master,Unemployed,87,7,149,145,123,0.61,0.908,West,55,12735,1,2.9,1,1,Low
14123,33,89853,20,Master,Unemployed,79,8,182,465,146,0.84,0.747,West,33,10892,4,8.19,0,0,High
14124,48,127304,6,High School,Unemployed,182,1,131,693,164,0.92,0.168,East,57,13090,3,6.32,1,0,Low
14125,55,44048,28,Bachelor,Employed,146,6,43,232,15,0.72,0.626,East,42,9604,2,9.16,0,0,High
14126,54,75217,2,Doctorate,Unemployed,121,8,132,701,97,0.71,0.996,East,49,10816,3,2.28,0,0,Low
14127,49,71255,28,Master,Unemployed,138,8,183,868,120,0.73,0.179,South,32,15385,2,2.46,0,1,High
14128,52,112284,34,Doctorate,Employed,161,7,146,304,69,0.74,0.121,West,49,14661,1,7.79,0,0,Low
14129,53,83620,14,Master,Employed,69,0,14,333,181,0.62,0.423,West,35,4694,3,5.12,0,1,High
14130,41,95929,9,High School,Employed,185,2,50,814,235,0.99,0.525,West,59,19889,3,1.85,1,0,High
14131,61,146790,23,Doctorate,Unemployed,176,7,152,439,88,0.83,0.602,East,38,5817,3,5.63,1,0,High
14132,56,48885,35,Bachelor,Employed,27,2,105,821,98,0.89,0.509,North,29,3902,4,9.97,1,0,High
14133,52,91139,22,High School,Unemployed,114,3,71,305,65,0.72,0.683,West,50,7019,2,3.13,0,1,Low
14134,52,144818,5,Master,Employed,101,9,180,678,188,0.88,0.799,North,28,2736,2,3.68,1,0,High
14135,59,96831,29,Doctorate,Unemployed,61,1,66,928,99,0.84,0.154,South,25,7607,4,2.5,1,1,High
14136,43,66148,35,Doctorate,Employed,11,2,171,953,110,0.91,0.478,North,36,11642,1,5.31,1,0,Low
14137,62,32103,34,High School,Unemployed,110,4,37,334,123,0.52,0.232,North,39,15260,2,7.95,1,0,Low
14138,30,50251,4,Doctorate,Unemployed,173,5,188,972,290,0.52,0.687,South,58,1580,1,8.68,0,1,High
14139,30,140325,9,Master,Unemployed,57,5,68,878,116,0.78,0.705,South,43,10071,4,1.17,0,0,Low
14140,36,39546,14,Master,Employed,126,6,45,365,235,0.69,0.834,South,47,15309,1,3.51,0,1,High
14141,34,149876,5,Master,Employed,97,9,102,495,146,0.9,0.868,South,39,6593,2,6.8,0,1,High
14142,43,40456,27,Bachelor,Employed,44,7,111,429,39,0.58,0.997,West,55,3264,2,6.23,0,0,High
14143,37,43228,11,Master,Employed,90,5,59,355,157,0.63,0.161,East,28,7038,4,3.09,1,1,Low
14144,53,105210,30,Doctorate,Employed,103,9,31,497,33,0.71,0.867,East,43,6817,4,4.72,1,1,Low
14145,23,25046,37,Doctorate,Employed,124,5,150,863,185,0.95,0.939,South,44,3006,1,3.59,0,0,High
14146,47,91355,39,High School,Unemployed,81,1,146,544,281,0.57,0.946,South,32,4833,3,1.94,0,1,High
14147,35,61575,34,Doctorate,Employed,179,2,26,224,85,0.89,0.133,South,52,15756,1,4.04,1,0,Low
14148,59,109942,24,Bachelor,Unemployed,89,5,33,52,256,0.99,0.693,West,43,11660,1,8.47,0,0,Low
14149,55,26080,16,Bachelor,Unemployed,47,5,65,546,18,0.88,0.875,East,27,5256,3,3.82,0,0,High
14150,29,93682,30,Bachelor,Employed,163,5,116,954,14,0.78,0.269,South,59,12555,4,8.44,0,1,High
14151,57,140965,24,Bachelor,Employed,40,3,52,523,261,0.78,0.619,South,51,18989,1,8.76,1,1,Low
14152,42,102462,3,Bachelor,Employed,189,1,136,701,16,0.58,0.515,East,28,17286,1,1.68,1,0,Low
14153,64,40930,29,High School,Employed,197,7,158,305,242,0.72,0.265,West,23,3541,3,1.19,1,1,High
14154,49,138476,12,Doctorate,Unemployed,17,1,55,700,34,0.77,0.452,South,25,2711,4,4.12,1,0,High
14155,27,105823,27,Master,Employed,198,2,95,765,122,0.75,0.372,East,47,16767,1,8.25,0,0,Low
14156,41,64509,29,Doctorate,Employed,44,0,119,919,32,0.56,0.865,West,32,17060,2,1.87,0,1,High
14157,52,125521,2,Bachelor,Employed,43,8,73,75,110,0.58,0.76,South,30,15915,2,1.89,0,0,High
14158,54,144953,29,Bachelor,Employed,147,2,163,746,291,0.63,0.106,South,38,5322,4,7.53,0,1,High
14159,28,93422,9,Doctorate,Unemployed,177,1,152,416,277,0.76,0.601,South,58,2305,1,5.03,1,0,Low
14160,29,103880,28,Doctorate,Unemployed,117,5,128,132,229,0.58,0.129,North,50,3460,1,4.76,1,1,High
14161,30,112554,37,High School,Employed,61,7,132,641,91,0.64,0.93,South,22,5437,2,4.53,1,0,High
14162,23,66755,23,Master,Unemployed,149,3,50,561,199,0.67,0.135,East,29,2083,2,2.97,1,0,High
14163,38,77480,13,High School,Unemployed,114,0,160,975,160,0.83,0.265,East,35,1337,2,3.13,1,1,High
14164,58,32293,5,Master,Employed,164,6,180,109,213,0.67,0.282,South,48,4819,3,1.22,0,0,High
14165,63,93542,32,Bachelor,Employed,156,2,80,950,18,0.85,0.823,East,49,6994,1,5.81,0,0,High
14166,38,85528,28,Master,Employed,66,4,188,753,93,0.58,0.521,North,30,7372,1,8.09,0,1,High
14167,59,130262,15,High School,Employed,63,1,162,726,263,0.64,0.251,South,37,10803,4,7.77,1,0,High
14168,56,49356,24,High School,Unemployed,24,7,162,806,201,0.71,0.224,West,21,12942,3,2.18,0,1,Low
14169,60,133885,32,Bachelor,Unemployed,119,2,82,186,202,0.63,0.439,East,52,15264,3,8.08,1,0,Low
14170,51,61911,21,Bachelor,Unemployed,174,8,26,208,123,0.59,0.611,West,32,18458,3,9.82,0,0,Low
14171,27,39699,5,Doctorate,Unemployed,198,0,138,814,235,0.99,0.816,East,56,5999,3,5.09,1,1,Low
14172,25,53434,37,High School,Unemployed,155,5,27,814,103,0.83,0.798,West,48,15130,4,5.77,1,0,High
14173,58,79669,36,Bachelor,Unemployed,53,2,137,897,252,0.51,0.136,West,33,12709,1,2.54,0,0,High
14174,56,42602,28,Bachelor,Unemployed,100,3,34,519,127,0.59,0.684,West,26,6403,4,5.68,1,1,High
14175,30,65786,32,High School,Unemployed,111,3,17,393,78,0.83,0.115,East,23,14159,3,6.21,0,1,High
14176,27,34952,23,Doctorate,Employed,137,7,132,923,201,0.68,0.613,North,38,19242,3,8.19,0,0,High
14177,34,66684,16,Bachelor,Employed,93,8,133,731,82,0.75,0.258,West,46,4798,3,5.48,1,0,High
14178,43,141032,10,Bachelor,Employed,158,4,85,641,294,0.9,0.875,South,52,12386,1,2.89,0,1,Low
14179,49,55489,29,Master,Unemployed,38,9,157,453,123,0.56,0.445,South,23,17165,4,8.62,1,0,Low
14180,51,57905,27,Master,Employed,116,9,81,126,6,0.82,0.857,West,48,15398,1,5.56,0,0,Low
14181,57,78602,35,High School,Employed,24,2,64,351,83,0.74,0.923,North,47,2258,1,6.89,1,0,Low
14182,23,71924,24,High School,Unemployed,95,8,195,752,294,0.61,0.46,East,49,14196,2,9.33,1,1,High
14183,57,38381,23,High School,Unemployed,96,0,189,834,136,0.66,0.634,West,44,19010,1,8.96,0,1,High
14184,29,144594,3,Doctorate,Employed,77,0,105,934,110,0.51,0.939,East,38,6267,1,5.71,1,1,Low
14185,63,104429,36,Master,Unemployed,97,2,175,710,145,0.99,0.321,West,48,7034,2,3.8,1,0,High
14186,30,53130,14,Master,Employed,73,1,111,581,77,0.56,0.18,East,26,16598,4,8.11,0,1,High
14187,22,55415,4,Master,Employed,23,7,151,867,136,0.87,0.566,North,34,15490,3,2.65,1,1,Low
14188,34,74128,32,Doctorate,Employed,174,4,80,392,35,0.72,0.596,North,57,16250,3,7.37,1,1,Low
14189,36,109679,20,High School,Employed,63,9,170,705,266,0.73,0.49,East,35,9971,3,7.19,1,1,Low
14190,53,123362,17,Master,Employed,68,0,118,942,66,0.8,0.972,South,38,12859,1,8.13,1,1,Low
14191,55,140458,29,Doctorate,Employed,137,2,84,264,214,0.96,0.479,East,37,18629,2,7.68,1,0,High
14192,64,25388,39,High School,Employed,196,2,199,572,246,0.78,0.601,West,38,9494,1,2.0,0,1,High
14193,52,102652,32,Master,Unemployed,64,1,17,500,106,0.9,0.153,East,32,12892,4,3.94,1,0,High
14194,35,44806,4,Doctorate,Unemployed,180,8,160,491,247,0.92,0.139,South,58,19951,4,5.15,1,1,High
14195,35,89333,24,Bachelor,Unemployed,189,0,93,800,226,0.82,0.624,North,36,19245,3,1.8,1,1,High
14196,50,130316,2,High School,Employed,48,9,8,195,26,0.82,0.925,West,27,4829,4,2.18,0,0,High
14197,40,135930,14,Bachelor,Employed,86,4,179,414,272,0.93,0.84,East,20,6058,2,1.27,1,1,High
14198,48,29852,38,High School,Employed,156,8,10,780,127,0.53,0.608,East,32,15266,2,2.55,1,1,High
14199,30,140283,34,Doctorate,Employed,193,2,195,482,46,0.82,0.551,West,47,14234,3,2.52,0,0,Low
14200,58,33627,2,Doctorate,Employed,173,9,1,810,258,0.76,0.788,West,37,1754,1,1.43,0,0,High
14201,58,83817,36,Bachelor,Employed,189,2,26,204,130,0.63,0.102,West,59,11226,2,1.98,1,1,High
14202,64,54048,6,Bachelor,Employed,53,6,145,715,29,0.89,0.458,North,31,16072,2,9.31,1,1,High
14203,49,125286,36,Doctorate,Unemployed,55,0,100,525,85,0.65,0.188,North,50,6016,3,4.27,0,1,High
14204,45,117550,22,Doctorate,Unemployed,106,8,161,157,200,0.89,0.539,West,58,7757,1,6.68,1,1,Low
14205,49,138120,5,High School,Unemployed,177,6,181,914,116,0.96,0.797,East,43,1951,4,6.18,0,0,Low
14206,57,101596,38,Master,Employed,89,7,10,619,230,0.79,0.533,East,35,5112,2,2.98,1,0,High
14207,39,135705,22,Doctorate,Unemployed,190,1,193,150,244,0.9,0.371,North,57,5167,1,1.33,1,1,High
14208,46,83117,11,High School,Employed,194,2,30,132,118,0.63,0.52,West,22,11656,3,4.12,0,1,High
14209,56,149806,31,High School,Employed,156,8,171,314,266,0.58,0.417,South,36,14046,4,8.75,0,0,High
14210,25,133715,29,Doctorate,Employed,53,3,55,57,56,0.78,0.247,West,50,5355,4,9.39,1,1,High
14211,35,33209,33,Bachelor,Unemployed,103,4,88,901,89,0.71,0.78,East,47,14585,1,3.25,1,1,Low
14212,60,78482,22,Doctorate,Employed,157,8,146,909,62,0.71,0.28,East,56,7439,2,9.28,0,0,High
14213,47,63197,27,Bachelor,Unemployed,53,9,31,585,204,0.56,0.848,North,21,2514,3,7.1,0,1,High
14214,29,102694,8,Doctorate,Employed,180,7,163,262,207,0.97,0.681,North,43,17150,4,3.08,0,1,Low
14215,45,43076,6,Master,Employed,120,4,70,606,294,0.55,0.834,East,55,11375,3,6.2,1,0,High
14216,37,142458,25,Master,Employed,16,1,141,749,262,0.65,0.224,South,50,17037,1,9.4,0,1,High
14217,41,94912,34,Bachelor,Unemployed,51,2,122,571,123,0.74,0.45,North,58,11022,3,8.89,0,0,High
14218,36,144614,9,Doctorate,Unemployed,71,2,172,937,299,0.87,0.217,North,23,5739,3,2.92,0,0,High
14219,28,110187,36,Doctorate,Unemployed,11,6,0,829,251,0.81,0.1,East,48,1038,2,9.46,1,1,Low
14220,38,83482,31,Master,Employed,86,5,179,364,244,0.54,0.78,North,51,10247,2,6.5,1,1,High
14221,43,114484,19,Master,Employed,55,6,32,899,114,0.52,0.98,North,36,12105,3,4.14,0,1,High
14222,43,43079,1,Master,Employed,47,7,161,176,80,0.79,0.678,North,31,8315,4,4.56,1,1,High
14223,33,38978,24,Master,Unemployed,104,4,143,153,272,0.51,0.198,East,38,8523,2,7.66,1,1,High
14224,39,75738,34,Bachelor,Unemployed,138,5,94,840,256,0.78,0.924,West,21,7674,4,8.28,0,0,High
14225,36,37705,17,Master,Unemployed,184,0,120,750,171,0.59,0.69,East,34,3305,2,9.81,1,0,High
14226,58,51907,34,High School,Employed,116,3,129,983,292,0.6,0.87,North,40,14683,3,5.42,1,1,Low
14227,37,78832,35,Doctorate,Employed,150,5,189,273,201,0.59,0.701,South,54,13827,1,3.8,0,1,Low
14228,26,112367,36,Doctorate,Unemployed,69,3,75,921,110,0.89,0.544,North,26,8435,1,2.97,0,1,High
14229,23,79612,13,Master,Unemployed,64,0,18,911,282,0.74,0.168,East,21,7344,2,2.2,0,0,Low
14230,49,134165,25,High School,Unemployed,116,2,142,104,183,0.61,0.171,North,44,7677,1,7.14,1,1,Low
14231,62,98501,12,Master,Employed,40,2,15,166,95,0.53,0.976,West,58,18846,2,1.66,0,0,Low
14232,48,141956,21,Bachelor,Unemployed,106,2,155,870,182,0.72,0.201,East,47,15086,3,1.91,1,1,High
14233,52,35248,37,Doctorate,Unemployed,151,3,133,188,191,0.76,0.745,East,59,15109,4,5.17,0,0,Low
14234,62,71988,38,Doctorate,Unemployed,95,8,26,747,164,0.8,0.337,West,45,14464,4,5.42,0,1,High
14235,57,114169,1,Bachelor,Employed,142,8,166,814,110,0.54,0.974,South,41,18235,1,4.14,0,0,High
14236,64,120039,6,High School,Employed,128,7,138,344,122,0.69,0.557,North,47,11621,4,9.88,0,1,High
14237,22,32461,11,Master,Unemployed,191,2,140,144,34,0.67,0.376,North,48,8351,2,2.47,1,0,High
14238,50,51998,16,Master,Unemployed,190,1,76,833,104,0.66,0.379,North,41,17631,4,2.9,1,1,High
14239,22,37821,22,Doctorate,Unemployed,174,2,71,207,246,0.94,0.491,East,25,17450,4,4.99,0,0,Low
14240,29,44870,11,Master,Unemployed,105,4,24,574,215,0.68,0.113,North,39,16275,3,9.88,0,0,High
14241,37,38410,37,Master,Unemployed,194,6,168,169,278,0.82,0.415,North,36,16971,2,3.03,1,1,High
14242,49,112721,26,Bachelor,Unemployed,12,1,123,909,78,0.94,0.269,East,47,15436,2,2.01,0,1,High
14243,43,44133,26,Doctorate,Employed,148,5,164,421,236,0.5,0.986,North,39,5239,4,7.8,0,0,Low
14244,39,114705,21,Master,Employed,51,1,13,148,294,0.87,0.394,North,39,18229,3,2.8,1,1,High
14245,43,48359,26,High School,Employed,192,0,148,931,171,0.83,0.254,South,51,12114,2,2.35,1,0,Low
14246,62,86385,15,Master,Employed,175,2,42,743,170,0.96,0.977,East,48,13036,1,6.14,0,1,High
14247,33,52400,39,Doctorate,Unemployed,161,3,43,296,53,0.73,0.196,South,33,8242,3,2.26,0,1,High
14248,40,59173,35,Master,Employed,146,1,41,707,91,0.98,0.728,West,34,11374,1,9.41,1,1,High
14249,46,149766,11,High School,Unemployed,150,2,154,301,123,0.73,0.192,East,44,8157,4,1.36,0,0,High
14250,26,36179,9,Bachelor,Unemployed,95,5,32,227,119,0.53,0.11,North,20,18653,1,1.22,1,1,High
14251,55,126879,23,High School,Unemployed,155,8,158,334,266,0.88,0.799,West,42,10616,3,8.76,0,0,High
14252,60,86886,4,Bachelor,Unemployed,19,1,143,260,238,0.51,0.139,East,21,2482,1,6.2,1,1,High
14253,31,60495,30,Doctorate,Employed,149,6,134,693,284,0.98,0.477,North,36,18315,1,9.15,1,0,High
14254,28,31487,28,Master,Employed,56,0,119,817,126,0.5,0.752,North,37,16607,3,4.46,1,1,Low
14255,58,39760,25,Master,Employed,92,3,15,496,122,0.85,0.714,West,55,11231,3,9.89,1,1,High
14256,36,116975,22,Bachelor,Employed,126,1,45,854,85,0.55,0.124,North,26,18495,1,2.6,0,1,High
14257,63,117465,25,Master,Employed,19,3,3,341,55,0.75,0.125,South,20,7003,2,2.28,0,0,Low
14258,45,96827,26,Doctorate,Unemployed,138,1,2,197,8,0.56,0.427,North,22,16978,1,1.16,0,0,High
14259,47,118008,29,Bachelor,Unemployed,194,2,93,511,63,0.79,0.887,North,58,9973,2,3.88,1,1,High
14260,47,54403,32,High School,Employed,80,7,18,68,74,0.78,0.911,East,58,3819,4,6.71,0,0,Low
14261,47,93037,26,Bachelor,Unemployed,128,3,90,728,260,0.53,0.539,North,26,18956,4,2.8,1,1,Low
14262,31,140625,28,Bachelor,Employed,128,5,28,568,239,0.57,0.247,North,23,18798,3,8.32,0,0,High
14263,38,133576,20,Doctorate,Employed,148,8,112,332,211,0.86,0.768,North,46,17199,2,1.35,0,0,High
14264,35,26755,2,Bachelor,Employed,190,7,80,165,148,0.83,0.392,West,25,4013,3,8.54,0,1,High
14265,23,61158,23,Master,Employed,136,1,64,463,59,0.65,0.978,South,57,14007,3,1.55,1,1,High
14266,34,96352,39,High School,Unemployed,13,1,20,638,240,0.59,0.802,South,42,12415,3,5.95,1,1,Low
14267,48,108136,5,High School,Employed,198,2,182,658,28,0.84,0.187,North,41,3935,3,1.81,0,1,High
14268,30,57616,21,Doctorate,Unemployed,95,1,88,686,130,0.77,0.809,North,38,9383,3,5.18,0,1,Low
14269,28,140891,22,Doctorate,Employed,19,2,10,303,271,0.63,0.859,West,33,17363,4,3.02,0,1,High
14270,31,92426,11,Doctorate,Unemployed,142,1,98,275,174,0.99,0.454,South,50,5717,4,4.0,1,1,High
14271,30,101759,30,Bachelor,Employed,198,5,163,853,135,0.69,0.215,North,33,15421,4,2.78,1,0,Low
14272,43,137133,28,Bachelor,Employed,133,8,38,149,233,0.84,0.572,North,21,16376,3,1.11,1,0,High
14273,44,49966,36,Master,Unemployed,85,7,49,73,131,0.94,0.78,South,47,10165,1,8.51,0,1,High
14274,28,32688,17,Doctorate,Employed,167,5,27,113,26,0.98,0.998,East,56,14074,4,6.6,1,0,Low
14275,30,129804,21,Doctorate,Employed,66,3,19,300,30,0.95,0.916,West,28,5161,1,1.41,0,0,Low
14276,48,64484,37,Doctorate,Employed,170,9,166,531,264,0.8,0.925,North,24,1720,4,3.18,0,0,High
14277,45,84855,36,Bachelor,Unemployed,174,4,152,658,276,0.6,0.773,North,22,14651,4,6.81,0,0,High
14278,50,52553,25,High School,Employed,91,3,126,202,195,0.96,0.799,South,23,9990,3,4.67,0,0,High
14279,38,94282,24,Master,Unemployed,32,4,173,903,130,0.99,0.426,North,25,2214,2,4.64,0,0,High
14280,41,82442,30,High School,Unemployed,79,1,199,700,255,0.5,0.215,West,38,9650,3,1.56,1,1,High
14281,28,43579,35,High School,Employed,16,7,31,855,23,0.96,0.998,East,56,12421,4,1.31,0,1,Low
14282,64,144353,21,Master,Unemployed,28,0,190,909,248,0.94,0.122,East,49,5074,4,9.73,0,0,Low
14283,61,38014,6,Doctorate,Unemployed,152,8,111,394,83,0.73,0.571,West,51,15826,3,7.92,0,1,High
14284,28,73443,21,Master,Unemployed,126,0,113,705,267,0.9,0.692,West,24,9906,3,3.41,0,0,High
14285,49,66961,8,Bachelor,Unemployed,95,4,43,480,70,0.97,0.553,West,46,2882,3,8.54,1,1,Low
14286,40,81501,5,Doctorate,Employed,169,8,168,954,127,0.65,0.558,North,49,13739,2,8.7,1,0,Low
14287,41,83914,10,Master,Employed,88,0,83,838,258,0.74,0.527,South,56,18847,4,6.57,0,1,Low
14288,60,144086,31,Doctorate,Employed,68,0,8,447,241,0.57,0.629,South,25,11959,3,1.83,0,0,High
14289,61,61397,30,Master,Unemployed,79,2,116,786,219,0.65,0.519,West,53,19500,2,4.15,1,1,Low
14290,28,98302,21,Doctorate,Unemployed,15,7,37,582,133,0.94,0.612,West,51,6870,1,9.3,0,1,High
14291,27,96683,36,High School,Employed,85,2,123,731,21,0.59,0.17,West,37,3857,4,3.99,0,0,High
14292,46,138417,27,Bachelor,Unemployed,141,1,93,838,171,0.97,0.454,East,53,19440,1,9.64,0,1,High
